NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                             MESSAGE
gmp-system                    34m         Normal    Pulling                                  pod/collector-n9zbf                                                Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260714.00_p0@sha256:e3c8889fcbb07392d3b8a8ff0d4cf80310cb116628c7742061d7c71855c326cb"
kube-system                   34m         Normal    Started                                  pod/kube-dns-78d5d95979-h7bfv                                      Container started
kube-system                   34m         Normal    Created                                  pod/kube-dns-78d5d95979-t7tnw                                      Container created
kube-system                   34m         Normal    Pulling                                  pod/node-local-dns-2zchx                                           Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-node-cache:1.26.8-gke.5@sha256:b466bc19f519bf5eb7ee278a57d33f9fdf253db8dd4e78677bd7b0373afcfea7"
kube-system                   34m         Normal    Started                                  pod/kube-dns-78d5d95979-t7tnw                                      Container started
gmp-system                    34m         Normal    Created                                  pod/collector-n9zbf                                                Container created
kube-system                   34m         Normal    Pulling                                  pod/pdcsi-node-vxdw7                                               Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
gmp-system                    34m         Normal    Pulled                                   pod/collector-n9zbf                                                Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260714.00_p0@sha256:e3c8889fcbb07392d3b8a8ff0d4cf80310cb116628c7742061d7c71855c326cb" in 619ms (620ms including waiting). Image size: 3337442 bytes.
kube-system                   34m         Normal    Created                                  pod/pdcsi-node-vxdw7                                               Container created
gmp-system                    34m         Normal    Started                                  pod/collector-n9zbf                                                Container started
kube-system                   34m         Normal    Started                                  pod/pdcsi-node-vxdw7                                               Container started
kube-system                   34m         Normal    Pulled                                   pod/pdcsi-node-vxdw7                                               Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce" in 42.938s (42.938s including waiting). Image size: 124338789 bytes.
gmp-system                    34m         Normal    Created                                  pod/collector-hxvls                                                Container created
kube-system                   34m         Normal    Created                                  pod/kube-dns-78d5d95979-t7tnw                                      Container created
kube-system                   34m         Normal    Pulled                                   pod/kube-dns-78d5d95979-t7tnw                                      Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2" in 1.688s (1.688s including waiting). Image size: 26315860 bytes.
gmp-system                    34m         Normal    Pulled                                   pod/collector-hxvls                                                Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260715.00_p0@sha256:31d0dbad107b5a78e7c824250a9912aec521846b0813c48921d445fb204b197d" in 6.534s (27.143s including waiting). Image size: 18866468 bytes.
kube-system                   34m         Normal    Created                                  pod/kube-dns-78d5d95979-h7bfv                                      Container created
kube-system                   34m         Normal    Pulled                                   pod/kube-dns-78d5d95979-h7bfv                                      Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260412_2300_RC0@sha256:fbc30ed703e17c3ae5622888145452d22865bb4f273db05321929a0fda0019a2" in 1.122s (1.683s including waiting). Image size: 26315860 bytes.
gmp-system                    34m         Normal    Pulling                                  pod/collector-n9zbf                                                Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93"
kube-system                   34m         Normal    Started                                  pod/kube-dns-78d5d95979-h7bfv                                      Container started
kube-system                   34m         Normal    Started                                  pod/kube-dns-78d5d95979-t7tnw                                      Container started
gmp-system                    34m         Normal    Started                                  pod/collector-hxvls                                                Container started
gmp-system                    34m         Normal    Pulling                                  pod/collector-hxvls                                                Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260714.00_p0@sha256:e3c8889fcbb07392d3b8a8ff0d4cf80310cb116628c7742061d7c71855c326cb"
monitoring                    34m         Normal    Pulling                                  pod/prometheus-server-6858869b89-k2nmf                             Pulling image "quay.io/prometheus-operator/prometheus-config-reloader:v0.91.0"
traefik                       34m         Normal    Pulling                                  pod/traefik-586855547c-5snh2                                       Pulling image "docker.io/traefik:v3.7.6"
monitoring                    34m         Normal    Pulling                                  pod/prometheus-kube-state-metrics-56c55854b6-2fr9p                 Pulling image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.18.0"
kube-system                   34m         Normal    Created                                  pod/konnectivity-agent-5446844985-6p5d7                            Container created
kube-system                   34m         Normal    Pulled                                   pod/konnectivity-agent-5446844985-6p5d7                            Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d" in 7.766s (31.787s including waiting). Image size: 29774159 bytes.
gmp-system                    34m         Normal    Started                                  pod/collector-n9zbf                                                Container started
kube-system                   34m         Normal    Created                                  pod/gke-metrics-agent-gmz45                                        Container created
kube-system                   34m         Normal    Pulling                                  pod/konnectivity-agent-5446844985-6p5d7                            Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d"
gmp-system                    34m         Normal    Pulled                                   pod/collector-n9zbf                                                Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 6.194s (6.194s including waiting). Image size: 146494435 bytes.
gmp-system                    34m         Normal    Created                                  pod/collector-n9zbf                                                Container created
gmp-system                    34m         Normal    Pulling                                  pod/collector-n9zbf                                                Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.2@sha256:25c40417469953bd29e297733293bc1bc34d297e80dea7acc408492ba0d166d9"
kube-system                   34m         Normal    Started                                  pod/konnectivity-agent-5446844985-6p5d7                            Container started
kube-system                   34m         Normal    Pulled                                   pod/gke-metrics-agent-gmz45                                        Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 6.924s (26.777s including waiting). Image size: 25459396 bytes.
gmp-system                    34m         Normal    Pulled                                   pod/collector-n9zbf                                                Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.2@sha256:25c40417469953bd29e297733293bc1bc34d297e80dea7acc408492ba0d166d9" in 1.035s (1.035s including waiting). Image size: 25952761 bytes.
kube-system                   34m         Normal    Started                                  pod/gke-metrics-agent-gmz45                                        Container started
gmp-system                    34m         Normal    Started                                  pod/collector-n9zbf                                                Container started
gmp-system                    34m         Normal    Created                                  pod/collector-n9zbf                                                Container created
monitoring                    34m         Normal    Started                                  pod/prometheus-prometheus-node-exporter-rt8nh                      Container started
monitoring                    34m         Normal    Pulled                                   pod/prometheus-prometheus-node-exporter-rt8nh                      Successfully pulled image "quay.io/prometheus/node-exporter:v1.11.1" in 3.274s (21.172s including waiting). Image size: 13308798 bytes.
monitoring                    34m         Normal    Created                                  pod/prometheus-prometheus-node-exporter-rt8nh                      Container created
kube-system                   34m         Normal    Created                                  pod/fluentbit-gke-dwjg6                                            Container created
kube-system                   34m         Normal    Pulled                                   pod/fluentbit-gke-dwjg6                                            Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 6.154s (19.734s including waiting). Image size: 36248865 bytes.
kube-system                   34m         Normal    Started                                  pod/fluentbit-gke-dwjg6                                            Container started
kube-system                   34m         Normal    Created                                  pod/fluentbit-gke-dwjg6                                            Container created
kube-system                   34m         Normal    Pulled                                   pod/fluentbit-gke-dwjg6                                            Container image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260617_2300_RC0@sha256:c8cd71f5cd9f076b55e3f1db733e6adacd6ad3cfabaa9eb467b0ece8e691d73b" already present on machine and can be accessed by the pod
kube-system                   34m         Normal    Started                                  pod/fluentbit-gke-dwjg6                                            Container started
kube-system                   34m         Normal    Pulled                                   pod/pdcsi-node-vxdw7                                               Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" in 5.772s (19.609s including waiting). Image size: 25809711 bytes.
kube-system                   34m         Normal    Created                                  pod/pdcsi-node-vxdw7                                               Container created
kube-system                   34m         Normal    Pulled                                   pod/node-local-dns-2zchx                                           Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/k8s-dns-node-cache:1.26.8-gke.5@sha256:b466bc19f519bf5eb7ee278a57d33f9fdf253db8dd4e78677bd7b0373afcfea7" in 10.137s (21.477s including waiting). Image size: 52897804 bytes.
kube-system                   34m         Normal    Created                                  pod/node-local-dns-2zchx                                           Container created
kube-system                   34m         Normal    Started                                  pod/pdcsi-node-vxdw7                                               Container started
kube-system                   34m         Normal    Pulling                                  pod/node-local-dns-2zchx                                           Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f"
kube-system                   34m         Normal    Pulling                                  pod/pdcsi-node-vxdw7                                               Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516"
kube-system                   34m         Normal    Started                                  pod/node-local-dns-2zchx                                           Container started
gmp-system                    34m         Normal    Pulled                                   pod/collector-hxvls                                                Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260714.00_p0@sha256:e3c8889fcbb07392d3b8a8ff0d4cf80310cb116628c7742061d7c71855c326cb" in 1.529s (17.819s including waiting). Image size: 3337442 bytes.
gmp-system                    34m         Normal    Created                                  pod/collector-hxvls                                                Container created
kube-system                   34m         Normal    SuccessfulDelete                         replicaset/metrics-server-v1.35.1-6559d8569d                       Deleted pod: metrics-server-v1.35.1-6559d8569d-vttnf
kube-system                   34m         Normal    ScalingReplicaSet                        deployment/metrics-server-v1.35.1                                  Scaled down replica set metrics-server-v1.35.1-6559d8569d from 1 to 0
kube-system                   34m         Normal    Killing                                  pod/metrics-server-v1.35.1-6559d8569d-vttnf                        Stopping container metrics-server
gmp-system                    34m         Normal    Started                                  pod/collector-hxvls                                                Container started
monitoring                    33m         Normal    Pulled                                   pod/prometheus-server-6858869b89-k2nmf                             Successfully pulled image "quay.io/prometheus-operator/prometheus-config-reloader:v0.91.0" in 7.018s (22.658s including waiting). Image size: 14230135 bytes.
monitoring                    33m         Normal    Created                                  pod/prometheus-server-6858869b89-k2nmf                             Container created
monitoring                    33m         Normal    Pulling                                  pod/prometheus-server-6858869b89-k2nmf                             Pulling image "quay.io/prometheus/prometheus:v3.11.3"
gmp-system                    33m         Normal    Pulling                                  pod/collector-hxvls                                                Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93"
monitoring                    33m         Normal    Started                                  pod/prometheus-server-6858869b89-k2nmf                             Container started
traefik                       33m         Normal    EnsuredLoadBalancer                      service/traefik                                                    Ensured load balancer
monitoring                    33m         Normal    Created                                  pod/prometheus-kube-state-metrics-56c55854b6-2fr9p                 Container created
monitoring                    33m         Normal    Pulled                                   pod/prometheus-kube-state-metrics-56c55854b6-2fr9p                 Successfully pulled image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.18.0" in 3.906s (25.895s including waiting). Image size: 19306162 bytes.
monitoring                    33m         Normal    Started                                  pod/prometheus-kube-state-metrics-56c55854b6-2fr9p                 Container started
traefik                       33m         Normal    Created                                  pod/traefik-586855547c-5snh2                                       Container created
traefik                       33m         Normal    Pulled                                   pod/traefik-586855547c-5snh2                                       Successfully pulled image "docker.io/traefik:v3.7.6" in 12.684s (28.449s including waiting). Image size: 53686680 bytes.
traefik                       33m         Normal    Started                                  pod/traefik-586855547c-5snh2                                       Container started
kube-system                   33m         Normal    Pulled                                   pod/konnectivity-agent-5446844985-6p5d7                            Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260121_2300_RC0@sha256:3cbd2b897c681db94832b4e03e58e4e2168666259507ff8fb8ae43a01a3b5f5d" in 3.656s (27.198s including waiting). Image size: 26329267 bytes.
kube-system                   33m         Normal    Started                                  pod/konnectivity-agent-5446844985-6p5d7                            Container started
kube-system                   33m         Normal    Created                                  pod/konnectivity-agent-5446844985-6p5d7                            Container created
kube-system                   33m         Normal    Pulled                                   pod/node-local-dns-2zchx                                           Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260422_2300_RC0@sha256:70625564549ccc35d34e119dd3e3d5e2f841be9c309940d3ed5bb4e649a3c59f" in 3.587s (15.843s including waiting). Image size: 26354407 bytes.
kube-system                   33m         Normal    Started                                  pod/pdcsi-node-vxdw7                                               Container started
kube-system                   33m         Normal    Created                                  pod/node-local-dns-2zchx                                           Container created
kube-system                   33m         Normal    Started                                  pod/node-local-dns-2zchx                                           Container started
kube-system                   33m         Normal    Pulled                                   pod/pdcsi-node-vxdw7                                               Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516" in 2.182s (15.241s including waiting). Image size: 14461369 bytes.
kube-system                   33m         Normal    Created                                  pod/pdcsi-node-vxdw7                                               Container created
voting                        33m         Normal    Provisioning                             persistentvolumeclaim/postgres-data-voting-voting-app-postgres-0   External provisioner is provisioning volume for claim "voting/postgres-data-voting-voting-app-postgres-0"
voting                        33m         Normal    Scheduled                                pod/voting-voting-app-result-5658d55654-lqfpp                      Successfully assigned voting/voting-voting-app-result-5658d55654-lqfpp to gke-portable-voting-default-pool-cc21b921-hl2v
voting                        33m         Normal    ScalingReplicaSet                        deployment/voting-voting-app-result                                Scaled up replica set voting-voting-app-result-5658d55654 from 0 to 2
voting                        33m         Normal    Scheduled                                pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Successfully assigned voting/voting-voting-app-vote-66cf974bf6-4hzbd to gke-portable-voting-default-pool-cc21b921-hl2v
voting                        33m         Normal    ExternalProvisioning                     persistentvolumeclaim/postgres-data-voting-voting-app-postgres-0   Waiting for a volume to be created either by the external provisioner 'pd.csi.storage.gke.io' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
voting                        33m         Normal    SuccessfulCreate                         replicaset/voting-voting-app-result-5658d55654                     Created pod: voting-voting-app-result-5658d55654-lqfpp
voting                        33m         Normal    SuccessfulCreate                         replicaset/voting-voting-app-worker-6fdd6777cc                     Created pod: voting-voting-app-worker-6fdd6777cc-nb882
voting                        33m         Normal    ScalingReplicaSet                        deployment/voting-voting-app-worker                                Scaled up replica set voting-voting-app-worker-6fdd6777cc from 0 to 1
voting                        33m         Normal    ScalingReplicaSet                        deployment/voting-voting-app-vote                                  Scaled up replica set voting-voting-app-vote-66cf974bf6 from 0 to 2
voting                        33m         Normal    SuccessfulCreate                         replicaset/voting-voting-app-vote-66cf974bf6                       Created pod: voting-voting-app-vote-66cf974bf6-4hzbd
voting                        33m         Normal    SuccessfulCreate                         replicaset/voting-voting-app-result-5658d55654                     Created pod: voting-voting-app-result-5658d55654-s67pv
voting                        33m         Normal    WaitForFirstConsumer                     persistentvolumeclaim/postgres-data-voting-voting-app-postgres-0   waiting for first consumer to be created before binding
voting                        33m         Normal    Scheduled                                pod/voting-voting-app-result-5658d55654-s67pv                      Successfully assigned voting/voting-voting-app-result-5658d55654-s67pv to gke-portable-voting-default-pool-cc21b921-xfjv
voting                        33m         Normal    SuccessfulCreate                         replicaset/voting-voting-app-vote-66cf974bf6                       Created pod: voting-voting-app-vote-66cf974bf6-cfccp
voting                        33m         Normal    Scheduled                                pod/voting-voting-app-vote-66cf974bf6-cfccp                        Successfully assigned voting/voting-voting-app-vote-66cf974bf6-cfccp to gke-portable-voting-default-pool-cc21b921-xfjv
voting                        33m         Normal    SuccessfulCreate                         statefulset/voting-voting-app-postgres                             Create Claim postgres-data-voting-voting-app-postgres-0 Pod voting-voting-app-postgres-0 in StatefulSet voting-voting-app-postgres success
voting                        33m         Normal    ScalingReplicaSet                        deployment/voting-voting-app-redis                                 Scaled up replica set voting-voting-app-redis-568f6f7d86 from 0 to 1
voting                        33m         Normal    Scheduled                                pod/voting-voting-app-worker-6fdd6777cc-nb882                      Successfully assigned voting/voting-voting-app-worker-6fdd6777cc-nb882 to gke-portable-voting-default-pool-cc21b921-xfjv
voting                        33m         Normal    SuccessfulCreate                         replicaset/voting-voting-app-redis-568f6f7d86                      Created pod: voting-voting-app-redis-568f6f7d86-np2sb
voting                        14m         Normal    SuccessfulCreate                         statefulset/voting-voting-app-postgres                             Create Pod voting-voting-app-postgres-0 in StatefulSet voting-voting-app-postgres successful
voting                        33m         Normal    Scheduled                                pod/voting-voting-app-redis-568f6f7d86-np2sb                       Successfully assigned voting/voting-voting-app-redis-568f6f7d86-np2sb to gke-portable-voting-default-pool-cc21b921-xfjv
voting                        33m         Normal    Pulling                                  pod/voting-voting-app-result-5658d55654-lqfpp                      Pulling image "ghcr.io/saudelm/kubernetes-portable-voting-app/result:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4"
voting                        33m         Normal    Pulling                                  pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Pulling image "ghcr.io/saudelm/kubernetes-portable-voting-app/vote:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4"
voting                        33m         Normal    ProvisioningSucceeded                    persistentvolumeclaim/postgres-data-voting-voting-app-postgres-0   Successfully provisioned volume pvc-05060f0a-d593-4099-b0ea-b9a47296b845
voting                        33m         Normal    Pulling                                  pod/voting-voting-app-redis-568f6f7d86-np2sb                       Pulling image "redis:7.4.9-alpine"
voting                        33m         Normal    Scheduled                                pod/voting-voting-app-postgres-0                                   Successfully assigned voting/voting-voting-app-postgres-0 to gke-portable-voting-default-pool-cc21b921-xfjv
voting                        33m         Normal    Pulling                                  pod/voting-voting-app-vote-66cf974bf6-cfccp                        Pulling image "ghcr.io/saudelm/kubernetes-portable-voting-app/vote:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4"
voting                        33m         Normal    Pulling                                  pod/voting-voting-app-result-5658d55654-s67pv                      Pulling image "ghcr.io/saudelm/kubernetes-portable-voting-app/result:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4"
voting                        33m         Normal    Pulling                                  pod/voting-voting-app-worker-6fdd6777cc-nb882                      Pulling image "ghcr.io/saudelm/kubernetes-portable-voting-app/worker:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4"
voting                        33m         Normal    SuccessfulAttachVolume                   pod/voting-voting-app-postgres-0                                   AttachVolume.Attach succeeded for volume "pvc-05060f0a-d593-4099-b0ea-b9a47296b845"
gmp-system                    33m         Normal    Pulling                                  pod/collector-hxvls                                                Pulling image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.2@sha256:25c40417469953bd29e297733293bc1bc34d297e80dea7acc408492ba0d166d9"
gmp-system                    33m         Normal    Pulled                                   pod/collector-hxvls                                                Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93" in 15.158s (24.92s including waiting). Image size: 146494435 bytes.
gmp-system                    33m         Normal    Created                                  pod/collector-hxvls                                                Container created
gmp-system                    33m         Normal    Started                                  pod/collector-hxvls                                                Container started
voting                        33m         Normal    Pulled                                   pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Successfully pulled image "ghcr.io/saudelm/kubernetes-portable-voting-app/vote:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4" in 9.14s (9.14s including waiting). Image size: 55415725 bytes.
voting                        25m         Normal    Created                                  pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Container created
voting                        33m         Normal    Created                                  pod/voting-voting-app-result-5658d55654-lqfpp                      Container created
voting                        33m         Normal    Pulled                                   pod/voting-voting-app-result-5658d55654-lqfpp                      Successfully pulled image "ghcr.io/saudelm/kubernetes-portable-voting-app/result:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4" in 10.292s (10.293s including waiting). Image size: 87788227 bytes.
voting                        25m         Normal    Started                                  pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Container started
voting                        33m         Normal    Pulled                                   pod/voting-voting-app-redis-568f6f7d86-np2sb                       Successfully pulled image "redis:7.4.9-alpine" in 3.752s (9.992s including waiting). Image size: 16275739 bytes.
voting                        33m         Normal    Started                                  pod/voting-voting-app-result-5658d55654-lqfpp                      Container started
monitoring                    33m         Normal    Started                                  pod/prometheus-server-6858869b89-k2nmf                             Container started
voting                        33m         Normal    Pulling                                  pod/voting-voting-app-postgres-0                                   Pulling image "postgres:16.14-bookworm"
monitoring                    33m         Normal    Created                                  pod/prometheus-server-6858869b89-k2nmf                             Container created
voting                        33m         Normal    Created                                  pod/voting-voting-app-redis-568f6f7d86-np2sb                       Container created
voting                        33m         Normal    Started                                  pod/voting-voting-app-redis-568f6f7d86-np2sb                       Container started
monitoring                    33m         Normal    Pulled                                   pod/prometheus-server-6858869b89-k2nmf                             Successfully pulled image "quay.io/prometheus/prometheus:v3.11.3" in 18.968s (28.488s including waiting). Image size: 152919010 bytes.
voting                        28m         Warning   Unhealthy                                pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Readiness probe failed: Get "http://10.68.0.16:8080/readyz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
voting                        33m         Normal    Started                                  pod/voting-voting-app-vote-66cf974bf6-cfccp                        Container started
voting                        33m         Normal    Created                                  pod/voting-voting-app-vote-66cf974bf6-cfccp                        Container created
voting                        33m         Normal    Pulled                                   pod/voting-voting-app-vote-66cf974bf6-cfccp                        Successfully pulled image "ghcr.io/saudelm/kubernetes-portable-voting-app/vote:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4" in 11.783s (21.586s including waiting). Image size: 55415725 bytes.
voting                        33m         Normal    Created                                  pod/voting-voting-app-result-5658d55654-s67pv                      Container created
voting                        33m         Normal    Started                                  pod/voting-voting-app-result-5658d55654-s67pv                      Container started
voting                        28m         Warning   Unhealthy                                pod/voting-voting-app-result-5658d55654-lqfpp                      Readiness probe failed: Get "http://10.68.0.17:8080/readyz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
voting                        33m         Normal    Pulled                                   pod/voting-voting-app-result-5658d55654-s67pv                      Successfully pulled image "ghcr.io/saudelm/kubernetes-portable-voting-app/result:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4" in 13.073s (22.68s including waiting). Image size: 87788227 bytes.
gmp-system                    33m         Normal    Pulled                                   pod/collector-hxvls                                                Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/config-reloader:v0.18.1-gke.2@sha256:25c40417469953bd29e297733293bc1bc34d297e80dea7acc408492ba0d166d9" in 1.478s (17.653s including waiting). Image size: 25952761 bytes.
gmp-system                    33m         Normal    Created                                  pod/collector-hxvls                                                Container created
gmp-system                    33m         Normal    Started                                  pod/collector-hxvls                                                Container started
voting                        33m         Normal    Pulled                                   pod/voting-voting-app-worker-6fdd6777cc-nb882                      Successfully pulled image "ghcr.io/saudelm/kubernetes-portable-voting-app/worker:0ababa3b5ff3d41b87d2094bbdd1994815fdefb4" in 12.98s (34.433s including waiting). Image size: 84726050 bytes.
voting                        14m         Normal    Started                                  pod/voting-voting-app-worker-6fdd6777cc-nb882                      Container started
voting                        14m         Normal    Created                                  pod/voting-voting-app-worker-6fdd6777cc-nb882                      Container created
voting                        27m         Warning   Unhealthy                                pod/voting-voting-app-result-5658d55654-s67pv                      Readiness probe failed: Get "http://10.68.1.9:8080/readyz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
voting                        28m         Warning   Unhealthy                                pod/voting-voting-app-vote-66cf974bf6-cfccp                        Readiness probe failed: Get "http://10.68.1.10:8080/readyz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
voting                        33m         Normal    Created                                  pod/voting-voting-app-postgres-0                                   Container created
voting                        33m         Normal    Pulled                                   pod/voting-voting-app-postgres-0                                   Successfully pulled image "postgres:16.14-bookworm" in 16.409s (30.217s including waiting). Image size: 155087642 bytes.
voting                        32m         Normal    Started                                  pod/voting-voting-app-postgres-0                                   Container started
monitoring                    32m         Normal    ScalingReplicaSet                        deployment/grafana                                                 Scaled up replica set grafana-6c8cc49fbc from 0 to 1
monitoring                    32m         Normal    Scheduled                                pod/grafana-6c8cc49fbc-r4mqd                                       Successfully assigned monitoring/grafana-6c8cc49fbc-r4mqd to gke-portable-voting-default-pool-cc21b921-xfjv
monitoring                    32m         Normal    SuccessfulCreate                         replicaset/grafana-6c8cc49fbc                                      Created pod: grafana-6c8cc49fbc-r4mqd
monitoring                    32m         Normal    Pulling                                  pod/grafana-6c8cc49fbc-r4mqd                                       Pulling image "docker.io/curlimages/curl:8.9.1"
monitoring                    32m         Normal    Pulled                                   pod/grafana-6c8cc49fbc-r4mqd                                       Successfully pulled image "docker.io/curlimages/curl:8.9.1" in 1.226s (1.226s including waiting). Image size: 9384907 bytes.
monitoring                    32m         Normal    Started                                  pod/grafana-6c8cc49fbc-r4mqd                                       Container started
monitoring                    32m         Normal    Created                                  pod/grafana-6c8cc49fbc-r4mqd                                       Container created
monitoring                    32m         Normal    Pulling                                  pod/grafana-6c8cc49fbc-r4mqd                                       Pulling image "docker.io/grafana/grafana:12.3.1"
monitoring                    32m         Normal    Started                                  pod/grafana-6c8cc49fbc-r4mqd                                       Container started
monitoring                    32m         Normal    Created                                  pod/grafana-6c8cc49fbc-r4mqd                                       Container created
monitoring                    32m         Normal    Pulled                                   pod/grafana-6c8cc49fbc-r4mqd                                       Successfully pulled image "docker.io/grafana/grafana:12.3.1" in 14.75s (14.75s including waiting). Image size: 210410945 bytes.
monitoring                    32m         Warning   Unhealthy                                pod/grafana-6c8cc49fbc-r4mqd                                       Readiness probe failed: Get "http://10.68.1.13:3000/api/health": dial tcp 10.68.1.13:3000: connect: connection refused
voting                        32m         Warning   Unhealthy                                pod/voting-voting-app-vote-66cf974bf6-4hzbd                        Liveness probe failed: Get "http://10.68.0.16:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
